"Genes"	"logFC: 2M WT vs 2M HET"	"FDR: 2M WT vs 2M HET"	"logFC: 6M WT vs 6M HET"	"FDR: 6M WT vs 6M HET"	"logFC: 18M WT vs 18M HET"	"FDR: 18M WT vs 18M HET"	"logFC: 24M WT vs 24M HET"	"FDR: 24M WT vs 24M HET"	"Gene Symbol"	"Gene Description"
"ENSMUSG00000000958"	-0.24292276810881	0.879265260537093	0.14503110631646	0.999744995548852	0.555464553746492	0.444929373424941	0.571279686101823	0.333430175777807	"Slc7a7"	"solute carrier family 7 (cationic amino acid transporter, y+ system), member 7"
"ENSMUSG00000000959"	0.0764778650294176	0.849893286112327	-0.0464240578039533	0.999744995548852	-0.0570964365733351	0.929193868854149	0.174036479109592	0.212965367784019	"Oxa1l"	"oxidase assembly 1-like"
"ENSMUSG00000000976"	-0.0585198334305664	0.922001218165105	0.0343520438558801	0.999744995548852	0.0966815189469077	0.878940234148108	-0.0844850520585429	0.74576302736329	"Heatr6"	"HEAT repeat containing 6"
"ENSMUSG00000000982"	-0.508958409532648	0.929249759380511	1.50694437639145	0.999744995548852	1.49820119014858	0.184489924328686	1.10417156228354	0.281275889898148	"Ccl3"	"chemokine (C-C motif) ligand 3"
"ENSMUSG00000001016"	-0.126467462865371	0.557483347580214	0.0272595916915968	0.999744995548852	-0.0214119777967349	0.97584340183069	-0.0172111275694774	0.93510245722955	"Ilf2"	"interleukin enhancer binding factor 2"
"ENSMUSG00000001017"	-0.0210493813119126	0.957192310717421	0.0860452589013855	0.999744995548852	-0.0815721595968866	0.780670663496465	-0.067573585064841	0.645800115867979	"Chtop"	"chromatin target of PRMT1"
"ENSMUSG00000001018"	-0.018658312464792	0.974689508823066	0.0556671706803521	0.999744995548852	0.000948232870591541	0.998782135971348	0.0795484870852486	0.662218219858218	"Snapin"	"SNAP-associated protein"
"ENSMUSG00000001020"	-0.050382852025681	0.991192410521726	0.109204796734027	0.999744995548852	0.201177364413193	0.961753665112754	0.285840048075902	0.785514300969632	"S100a4"	"S100 calcium binding protein A4"
"ENSMUSG00000001025"	-0.403115336449645	0.428281648558809	-0.124001901614842	0.999744995548852	0.390613552106394	0.274970646372391	0.628090504958146	0.00495780125989876	"S100a6"	"S100 calcium binding protein A6 (calcyclin)"
"ENSMUSG00000001029"	-0.118785248635371	0.952408630895593	0.101396462134462	0.999744995548852	0.0401448254016235	0.991317344303667	-0.744721695567132	0.238855449060239	"Icam2"	"intercellular adhesion molecule 2"
"ENSMUSG00000001034"	-0.0777997385097581	0.92657672608873	-0.0706344546492947	0.999744995548852	-0.0586524710179119	0.967241298313709	-0.0409469395986317	0.925223878299754	"Mapk7"	"mitogen-activated protein kinase 7"
"ENSMUSG00000001036"	-0.0424991609667457	0.90625778685758	-0.0466793940232246	0.999744995548852	-0.053174019443083	0.901544247230423	-0.055667541035548	0.713659552379121	"Epn2"	"epsin 2"
"ENSMUSG00000001039"	-0.0962245771761364	0.932858148396552	-0.00750156840412688	0.999744995548852	-0.0857348415309909	0.962570166561633	-0.134946778267083	0.782023954543203	"B9d1"	"B9 protein domain 1"
"ENSMUSG00000001052"	0.101740073499875	0.749840575411794	0.125636717497775	0.999744995548852	0.0688999153881083	0.889277032793687	0.0335965556439471	0.879819501740934	"Sec24b"	"Sec24 related gene family, member B (S. cerevisiae)"
"ENSMUSG00000001053"	-0.0455571668422127	0.973889269788222	0.0424778006701789	0.999744995548852	0.00236972180605585	0.998614762457265	-0.179310357052682	0.69589840594888	"N4bp3"	"NEDD4 binding protein 3"
"ENSMUSG00000001054"	-0.0300793326398926	0.965784372269351	0.0181366148437065	0.999744995548852	-0.0657173773774113	0.943537646700459	0.0320200844845619	0.921401081736655	"Rmnd5b"	"required for meiotic nuclear division 5 homolog B (S. cerevisiae)"
"ENSMUSG00000001056"	-0.240445418714074	0.405057277850797	0.0692030452282583	0.999744995548852	-0.0232698313155855	0.986131136184366	-0.184727771544438	0.394552971268184	"Nhp2"	"NHP2 ribonucleoprotein"
"ENSMUSG00000001062"	0.0798582034222899	0.845752569419855	-0.0724039173678842	0.999744995548852	-0.0798282020759239	0.87551646065319	0.0764494698038775	0.70327381222289	"Vps9d1"	"VPS9 domain containing 1"
"ENSMUSG00000001065"	-0.0777839845515938	0.915715116080661	-0.0450648734899916	0.999744995548852	-0.126420591252228	0.878244400899187	0.0838481321338279	0.815285901443475	"Zfp276"	"zinc finger protein (C2H2 type) 276"
"ENSMUSG00000001082"	0.104527198627675	0.895079320416328	-0.051837685599914	0.999744995548852	0.198370130542982	0.710158692593965	0.30566594490804	0.17710627357343	"Mfsd10"	"major facilitator superfamily domain containing 10"
"ENSMUSG00000001089"	-0.0499644886096664	0.928443556752692	-0.0835097388270152	0.999744995548852	-0.123310207932771	0.747083276720292	-0.231982712794535	0.100422936845029	"Luzp1"	"leucine zipper protein 1"
"ENSMUSG00000001098"	-0.131047182076124	0.764170143539793	-0.0341088575981572	0.999744995548852	0.0956678330341131	0.870104000518514	-0.00974308501148262	0.978082047127093	"Kctd10"	"potassium channel tetramerisation domain containing 10"
"ENSMUSG00000001100"	-0.130718253597937	0.460642947730026	-0.0134799516476282	0.999744995548852	-0.0745743060199826	0.816450134912351	0.0305113422622235	0.864138893959207	"Poldip2"	"polymerase (DNA-directed), delta interacting protein 2"
"ENSMUSG00000001103"	0.453856257366979	0.730163398000579	0.299614598424295	0.999744995548852	0.020522662739626	0.995141733684602	0.0749066073759511	0.942014117421859	"Sebox"	"SEBOX homeobox"
"ENSMUSG00000001105"	0.0018372599444091	0.998616755252211	-0.00665274574133276	0.999744995548852	0.0966923873815659	0.821442689817302	-0.0254706000786171	0.92369044639761	"Ift20"	"intraflagellar transport 20"
"ENSMUSG00000001119"	0.098401004995695	0.863935946722679	-0.00912891861604413	0.999744995548852	0.142549427132053	0.756982114491105	-0.0758152762919416	0.779724399107603	"Col6a1"	"collagen, type VI, alpha 1"
"ENSMUSG00000001120"	0.0713374237997407	0.895079320416328	0.0566364745716467	0.999744995548852	0.128436256724165	0.72463020573076	-0.00672099686995641	0.983589962705001	"Pcbp3"	"poly(rC) binding protein 3"
"ENSMUSG00000001123"	-0.351558718151654	0.542223479928624	0.0801640298062883	0.999744995548852	0.45203604729499	0.215181245874564	0.0523620562592447	0.923126529917679	"Lgals9"	"lectin, galactose binding, soluble 9"
"ENSMUSG00000001127"	0.0496047328128111	0.897906312263364	0.0275513382411662	0.999744995548852	0.0442124926413592	0.939463041728211	-0.0202680099474633	0.919464876765336	"Araf"	"v-raf murine sarcoma 3611 viral oncogene homolog"
"ENSMUSG00000001128"	-0.134995272500418	0.861814102820433	-0.111335737860296	0.999744995548852	-0.155173683722276	0.852778288906147	0.230570356733373	0.513721214577284	"Cfp"	"complement factor properdin"
"ENSMUSG00000001131"	-0.558720028563885	0.842315507147054	-1.31337668767458	0.999744995548852	0.216457165513715	0.972728128320649	0.127675331003104	0.93975179456599	"Timp1"	"tissue inhibitor of metalloproteinase 1"
"ENSMUSG00000001134"	-0.357896733329769	0.834903184229838	-0.317894622077774	0.999744995548852	0.110099870214657	0.977421032238354	-0.524276325989393	0.542371416391148	"Uxt"	"ubiquitously expressed transcript"
"ENSMUSG00000001138"	0.00484003860410064	0.99591767610261	0.00261952450128314	0.999744995548852	0.113551514537995	0.748303589240444	0.0530769575955577	0.819649539922083	"Cnnm3"	"cyclin M3"
"ENSMUSG00000001143"	-0.00418434344523378	0.997170124422667	-0.104949887224001	0.999744995548852	-0.0217144599497241	0.987609608844371	-0.0622533482389075	0.851557569074942	"Lman2l"	"lectin, mannose-binding 2-like"
"ENSMUSG00000001150"	0.132858626103178	0.603325641933163	-0.0814777386484818	0.999744995548852	0.0189150935575998	0.982081617306668	-0.00167951904710281	0.994755159686792	"Mcm3ap"	"minichromosome maintenance deficient 3 (S. cerevisiae) associated protein"
"ENSMUSG00000001151"	0.138488485828644	0.598957329950437	-0.0477466833395591	0.999744995548852	0.0877596780994669	0.82451842617705	0.239766448228103	0.0241585540521111	"Pcnt"	"pericentrin (kendrin)"
"ENSMUSG00000001156"	-0.117122867517391	0.838283370175132	-0.00265440136507323	0.999744995548852	-0.188265653628016	0.63625633089194	-0.035312192554013	0.924044288202632	"Mxd1"	"MAX dimerization protein 1"
"ENSMUSG00000001157"	-0.0885478038368374	0.828239282937379	-0.0227007868955843	0.999744995548852	-0.0875779641611967	0.858116611041951	0.0154461461252491	0.955835607901489	"Gmcl1"	"germ cell-less homolog 1 (Drosophila)"
"ENSMUSG00000001158"	-0.191574871029337	0.598567669330245	0.0164214870646375	0.999744995548852	0.0250374588633747	0.984067055006969	0.033391117987513	0.92540553078463	"Snrnp27"	"small nuclear ribonucleoprotein 27 (U4/U6.U5)"
"ENSMUSG00000001166"	0.0672645246147559	0.978398780855982	-0.100688571052361	0.999744995548852	0.108860600333854	0.977421032238354	-0.249135972722634	0.788632411881193	"Oas1c"	"2'-5' oligoadenylate synthetase 1C"
"ENSMUSG00000001173"	0.101606259489584	0.735167396876231	0.0579398628135296	0.999744995548852	0.0345792260001859	0.961753665112754	0.0801910470146258	0.61245959862617	"Ocrl"	"oculocerebrorenal syndrome of Lowe"
"ENSMUSG00000001175"	-0.0142586180824529	0.955785175567791	0.0299165909048187	0.999744995548852	-0.106011080359968	0.16445374309306	-0.115346250849042	0.0568790593293175	"Calm1"	"calmodulin 1"
"ENSMUSG00000001211"	-0.0467261041754327	0.861328452419509	-0.0700351619647012	0.999744995548852	-0.0517863759881441	0.865667942254986	-0.0156196158132197	0.919924649367516	"Agpat3"	"1-acylglycerol-3-phosphate O-acyltransferase 3"
"ENSMUSG00000001227"	0.0302673682226395	0.957192310717421	0.0491984234669144	0.999744995548852	-0.0329260240195449	0.973263198189849	0.00214577567996892	0.994733293245096	"Sema6b"	"sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6B"
"ENSMUSG00000001228"	-0.446091247752859	0.819984291807208	0.477490964654494	0.999744995548852	0.406956701401445	0.93927673541519	0.445872549646446	0.745887425706778	"Uhrf1"	"ubiquitin-like, containing PHD and RING finger domains, 1"
"ENSMUSG00000001229"	0.0729450843790617	0.875156105822008	-0.0259170088982376	0.999744995548852	0.00816064143967866	0.9924455914103	-0.0940499608483004	0.627630171648195	"Dpp9"	"dipeptidylpeptidase 9"
"ENSMUSG00000001240"	0.0483062972568338	0.97667303449251	-0.195713961407689	0.999744995548852	0.0791825049796756	0.975300367927918	0.211022960251956	0.68526136921472	"Ramp2"	"receptor (calcitonin) activity modifying protein 2"
"ENSMUSG00000001247"	0.0313211457204281	0.992317393039016	0.265052112732758	0.999744995548852	0.211962649692127	0.943488353873984	-0.0242901280741294	0.983589962705001	"Lsr"	"lipolysis stimulated lipoprotein receptor"
"ENSMUSG00000001248"	-0.0176099970012981	0.967996488616053	-0.0587226385371832	0.999744995548852	0.0566944493212022	0.895641889290203	0.00309684869541338	0.988479921508661	"Gramd1a"	"GRAM domain containing 1A"
"ENSMUSG00000001249"	-0.784007872278484	0.595139194819985	0.339771329461154	0.999744995548852	-0.390094075211845	0.854546231144742	0.26579068410706	0.802852066736137	"Hpn"	"hepsin"
"ENSMUSG00000001260"	0.00200300030305773	0.998616755252211	-0.0707347085075701	0.999744995548852	-0.0268197046288122	0.981517663776792	-0.23506590204843	0.177411136142031	"Gabrg1"	"gamma-aminobutyric acid (GABA) A receptor, subunit gamma 1"
"ENSMUSG00000001270"	-0.019552001471176	0.967594141743239	-0.0450926276252461	0.999744995548852	-0.0506969567991208	0.929193868854149	0.135316447885577	0.26102598997069	"Ckb"	"creatine kinase, brain"
"ENSMUSG00000001280"	0.077465017913967	0.90625778685758	0.0317234582544159	0.999744995548852	-0.0505230317452182	0.964672001895829	-0.0316315046216567	0.92675640659042	"Sp1"	"trans-acting transcription factor 1"
"ENSMUSG00000001281"	-0.221425312453486	0.935309141721717	0.0816114902378526	0.999744995548852	0.158399119689932	0.97584340183069	-0.0173609511400463	0.988479921508661	"Itgb7"	"integrin beta 7"
"ENSMUSG00000001285"	0.122412917414929	0.826054253528993	0.0643488077377628	0.999744995548852	-0.141819951812934	0.797637008283473	-0.134396391309665	0.603544975530518	"Myg1"	"melanocyte proliferating gene 1"
"ENSMUSG00000001288"	0.00782285727971267	0.997082424707747	-0.169980386746333	0.999744995548852	0.120849349808447	0.929193868854149	-0.0412816668186322	0.940195067884843	"Rarg"	"retinoic acid receptor, gamma"
"ENSMUSG00000001289"	-0.171737619847698	0.435197658745074	0.0353048963788734	0.999744995548852	-0.0498588876900367	0.94280746102496	0.160130865909831	0.243640994717488	"Pfdn5"	"prefoldin 5"
"ENSMUSG00000001300"	0.0377276977662532	0.949343943230195	-0.0416998587286401	0.999744995548852	0.00434603646859942	0.997917524765672	-0.0869073525944276	0.712248956523459	"Efnb2"	"ephrin B2"
"ENSMUSG00000001305"	-0.0969307995359307	0.915151566916234	0.259508963611474	0.999744995548852	0.105595981597775	0.94280746102496	0.0463629757624518	0.929536102161044	"Rrp15"	"ribosomal RNA processing 15 homolog (S. cerevisiae)"
"ENSMUSG00000001313"	-0.154521920681184	0.538997045285177	-0.0347499604327285	0.999744995548852	-0.0589098116546109	0.929193868854149	-0.0340038234271505	0.886167683069859	"Rnd2"	"Rho family GTPase 2"
"ENSMUSG00000001323"	0.147482434428625	0.682916706128789	-0.0557622434835781	0.999744995548852	-0.00465384847905372	0.997104952615296	-0.0958029337246624	0.67706489673804	"Srr"	"serine racemase"
"ENSMUSG00000001333"	-0.0749036099735713	0.987481064788377	0.0283953870105113	0.999744995548852	0.596607740460481	0.709247820914078	0.647496539688754	0.478155431820908	"Sync"	"syncoilin"
"ENSMUSG00000001334"	-0.117801972419878	0.603325641933163	-0.0123715310708964	0.999744995548852	-0.151184446079807	0.285212582046646	-0.117346954318165	0.363311509465188	"Fndc5"	"fibronectin type III domain containing 5"
"ENSMUSG00000001349"	-1.5896327956894	0.571721749432899	-0.785477884443839	0.999744995548852	1.24571659976203	0.616608693165737	1.4222521787498	0.238769785194862	"Cnn1"	"calponin 1"
"ENSMUSG00000001366"	-0.0582566958249277	0.905437041421601	0.0814645077633775	0.999744995548852	-0.0164780045758608	0.987186742852723	-0.202763717592617	0.133056841641874	"Fbxo9"	"f-box protein 9"
"ENSMUSG00000001376"	0.082161392099414	0.811554451594525	-0.00876432998552136	0.999744995548852	-0.0377859954209773	0.950610757617964	-0.189922397217901	0.0838160773307781	"Ccdc132"	"coiled-coil domain containing 132"
"ENSMUSG00000001380"	0.0257464250389957	0.950159885207402	0.03366453157836	0.999744995548852	-0.0238321575998673	0.974892915912822	-0.00417178281712132	0.986160374534972	"Hars"	"histidyl-tRNA synthetase"
"ENSMUSG00000001383"	-0.123333005239231	0.598093991425323	0.0526517736947953	0.999744995548852	-0.0286369220166822	0.969414687453488	-0.0275923202014865	0.894813020913068	"Zmat2"	"zinc finger, matrin type 2"
"ENSMUSG00000001415"	0.0367516708019823	0.932546731736906	-0.0591235268783205	0.999744995548852	-0.00173390806267951	0.99834401144297	0.0213756978003249	0.919924649367516	"Smg5"	"Smg-5 homolog, nonsense mediated mRNA decay factor (C. elegans)"
"ENSMUSG00000001416"	-0.0580382399456818	0.864598281937819	0.0375282203922175	0.999744995548852	-0.0101737716463092	0.98915436386335	0.142980514055374	0.186558380071409	"Cct3"	"chaperonin containing Tcp1, subunit 3 (gamma)"
"ENSMUSG00000001418"	-0.204868431579462	0.352683317959422	-0.0741768111824315	0.999744995548852	0.0665456757236604	0.927491589366103	0.0765327444586803	0.729767896584771	"Glmp"	"glycosylated lysosomal membrane protein"
"ENSMUSG00000001419"	0.0750653256782602	0.783466909467244	-0.00973004493878548	0.999744995548852	0.0521117514503621	0.902783521814385	0.00985659585059225	0.958868921826677	"Mef2d"	"myocyte enhancer factor 2D"
"ENSMUSG00000001424"	0.0185423310316091	0.971274137987156	-0.0577991466394639	0.999744995548852	0.0270608881546632	0.97230350496343	0.120510409043325	0.382466691681217	"Snd1"	"staphylococcal nuclease and tudor domain containing 1"
"ENSMUSG00000001435"	0.0960587007191465	0.941334769203167	-0.0850607228250899	0.999744995548852	0.434502524139792	0.392582076132547	-0.175017351494815	0.732803609638635	"Col18a1"	"collagen, type XVIII, alpha 1"
"ENSMUSG00000001436"	0.0752385928631671	0.914712234621975	-0.08087269506485	0.999744995548852	-0.0171371445682878	0.991317344303667	0.191437875955262	0.409855865166489	"Slc19a1"	"solute carrier family 19 (folate transporter), member 1"
"ENSMUSG00000001440"	0.0123105415926113	0.974219049324301	0.0091705798303001	0.999744995548852	0.0108165658002863	0.986718834334311	0.00215685578261194	0.989795321527466	"Kpnb1"	"karyopherin (importin) beta 1"
"ENSMUSG00000001441"	0.0698548363289341	0.875576427232872	-0.00530260165286146	0.999744995548852	-0.0482850054533005	0.943537646700459	-0.111112154856704	0.490465179390691	"Npepps"	"aminopeptidase puromycin sensitive"
"ENSMUSG00000001445"	0.0703147679994937	0.886059378043811	-0.028254874752738	0.999744995548852	0.00140263875954301	0.99834401144297	-0.0297830217521327	0.910203340759632	"Mrpl10"	"mitochondrial ribosomal protein L10"
"ENSMUSG00000001467"	-0.268563046699017	0.203610715225955	-0.0822778264897828	0.999744995548852	0.0592998307063031	0.943537646700459	0.0194585829663385	0.948215826767161	"Cyp51"	"cytochrome P450, family 51"
"ENSMUSG00000001472"	-0.0111464452605022	0.971274137987156	-0.0144413671935876	0.999744995548852	-0.0353586306454919	0.914381826191765	-0.0349022476684361	0.741454102698668	"Tcf25"	"transcription factor 25 (basic helix-loop-helix)"
"ENSMUSG00000001473"	-0.368347652043919	0.526296481189104	0.156119304205514	0.999744995548852	0.00728193064127691	0.998093502028926	-0.384685146059627	0.269609875971663	"Tubb6"	"tubulin, beta 6 class V"
"ENSMUSG00000001482"	0.0150267010252723	0.979300276295755	0.0596417219838078	0.999744995548852	-0.0542198965293666	0.930327229223518	0.0537920747073787	0.790596976362217	"Def8"	"differentially expressed in FDCP 8"
"ENSMUSG00000001493"	-0.331707414689106	0.884969315820894	0.0498474706335725	0.999744995548852	0.131396642116428	0.975226019824344	-0.77367729353026	0.318194624372782	"Meox1"	"mesenchyme homeobox 1"
"ENSMUSG00000001496"	-0.314357554162548	0.890339664258821	-0.0185138445343947	0.999744995548852	0.272737058229581	0.939134556961681	0.832956578344205	0.243840836741714	"Nkx2-1"	"NK2 homeobox 1"
"ENSMUSG00000001504"	-0.00141593953774491	0.999854713514668	0.393663016947534	0.999744995548852	-0.0822386350141341	0.984881653634827	0.239561959163065	0.808651481292368	"Irx2"	"Iroquois related homeobox 2 (Drosophila)"
