"Genes"	"logFC: 6M WT vs 2M WT"	"FDR: 6M WT vs 2M WT"	"logFC: 18M WT vs 6M WT"	"FDR: 18M WT vs 6M WT"	"logFC: 24M WT vs 18M WT"	"FDR: 24M WT vs 18M WT"	"logFC: 24M WT vs 2M WT"	"FDR: 24M WT vs 2M WT"	"Gene Symbol"	"Gene Description"
"ENSMUSG00000000959"	-0.0657271351623352	0.657206877111713	-0.0168257950528426	0.970783373206507	0.0926346765008536	0.592442718906771	0.0100817462856758	0.951345537867453	"Oxa1l"	"oxidase assembly 1-like"
"ENSMUSG00000000976"	0.0579940197395773	0.78416228856732	-0.0173882515346977	0.978642558514872	-0.0779140358583458	0.758083322253204	-0.0373082676534663	0.840367507050886	"Heatr6"	"HEAT repeat containing 6"
"ENSMUSG00000000982"	1.23160102568165	0.469425801451544	-1.81533672327655	0.475946989785952	-0.556889820104618	0.740126028477537	-1.14062551769952	0.259447039563803	"Ccl3"	"chemokine (C-C motif) ligand 3"
"ENSMUSG00000001016"	-0.0377029985411271	0.783787936078574	0.0337999269587919	0.922171553250863	-0.054762057893759	0.733254756097916	-0.0586651294760942	0.566995427928794	"Ilf2"	"interleukin enhancer binding factor 2"
"ENSMUSG00000001017"	0.106074503915492	0.253103904196174	-0.0660479093201534	0.794614206443527	0.0938620077143762	0.457466585578163	0.133888602309715	0.0899861465617061	"Chtop"	"chromatin target of PRMT1"
"ENSMUSG00000001018"	-0.0575781516231582	0.718275794257106	0.0221718873824722	0.963240345137602	-0.18910638063506	0.140994808410737	-0.224512644875746	0.0169150545117077	"Snapin"	"SNAP-associated protein"
"ENSMUSG00000001020"	0.70889936744367	0.343221689932385	-0.913838099680114	0.468178450954533	-0.357129300349553	0.72293665190674	-0.562068032585998	0.346317195677758	"S100a4"	"S100 calcium binding protein A4"
"ENSMUSG00000001025"	0.252263301427662	0.366452487615684	-0.173983892815384	0.820712838556357	-0.0720976347204229	0.891491030880169	0.00618177389185542	0.986490524455091	"S100a6"	"S100 calcium binding protein A6 (calcyclin)"
"ENSMUSG00000001029"	0.37851819838113	0.499990807615655	-0.611787485591733	0.480647129438267	0.166330436721698	0.850850333477923	-0.0669388504889048	0.915572731200773	"Icam2"	"intercellular adhesion molecule 2"
"ENSMUSG00000001034"	-0.0397056510590354	0.901315118550178	0.0632128582328334	0.937067939331702	0.0967817463802998	0.786280390353417	0.120288953554098	0.576132135550718	"Mapk7"	"mitogen-activated protein kinase 7"
"ENSMUSG00000001036"	0.0494799645781335	0.674517548823996	-0.0884965995653247	0.661136657780858	0.174164860194523	0.0569823236631973	0.135148225207332	0.0784049983410629	"Epn2"	"epsin 2"
"ENSMUSG00000001039"	-0.0230226605955141	0.958767045207264	0.128821406395314	0.880840585584082	-0.0328279115737494	0.955664350735729	0.0729708342260506	0.81950119198559	"B9d1"	"B9 protein domain 1"
"ENSMUSG00000001052"	-0.0790276178755926	0.556876914736048	-0.0466004833358058	0.907906012136055	-0.0340231496609453	0.880035287500665	-0.159651250872344	0.0970850267081467	"Sec24b"	"Sec24 related gene family, member B (S. cerevisiae)"
"ENSMUSG00000001053"	0.0855894879128976	0.83614744316899	-0.130113329515458	0.884605707487228	0.0582438313094107	0.919084883722572	0.0137199897068504	0.973635869912535	"N4bp3"	"NEDD4 binding protein 3"
"ENSMUSG00000001054"	0.0379066662748079	0.87239671955246	-0.0655223701525057	0.902982547378611	0.0613418123647308	0.830458959840578	0.033726108487033	0.863805326960343	"Rmnd5b"	"required for meiotic nuclear division 5 homolog B (S. cerevisiae)"
"ENSMUSG00000001056"	0.200574405564088	0.171932735534243	0.000925552235210793	0.998287336123264	-0.0314549176883556	0.925041107932918	0.170045040110943	0.227220505262449	"Nhp2"	"NHP2 ribonucleoprotein"
"ENSMUSG00000001062"	-0.0432015020103859	0.804395078813961	-0.00801055392527398	0.987530616506445	0.12497005453843	0.444768555392667	0.0737579986027697	0.564389608846203	"Vps9d1"	"VPS9 domain containing 1"
"ENSMUSG00000001065"	0.266136485256658	0.132914402102283	-0.0632858477239549	0.92785508126967	0.163976112368835	0.553751555945733	0.366826749901537	0.0161611802863377	"Zfp276"	"zinc finger protein (C2H2 type) 276"
"ENSMUSG00000001082"	-0.0758165340955161	0.787595039479039	0.219991002692422	0.578856620285694	-0.0818213139503214	0.829391640860728	0.0623531546465846	0.794071817635605	"Mfsd10"	"major facilitator superfamily domain containing 10"
"ENSMUSG00000001089"	0.0146861282350087	0.947598028081196	-0.18578191504608	0.421688051791523	0.185196154651975	0.230499536955453	0.014100367840904	0.93725723090495	"Luzp1"	"leucine zipper protein 1"
"ENSMUSG00000001098"	-0.0813304903767093	0.659944435375785	-0.0928822358903614	0.821072726569364	0.0528002278195263	0.846699920845811	-0.121412498447544	0.389466859160818	"Kctd10"	"potassium channel tetramerisation domain containing 10"
"ENSMUSG00000001100"	0.0348618145634363	0.785031461557392	0.0466940744574201	0.872206068366013	0.00106108177041644	0.997384678334846	0.0826169707912729	0.335541318605053	"Poldip2"	"polymerase (DNA-directed), delta interacting protein 2"
"ENSMUSG00000001103"	0.0952778051432215	0.908354272278475	-0.507434497208419	0.606939694768426	0.0355083817962978	0.975049893296655	-0.3766483102689	0.434732462757664	"Sebox"	"SEBOX homeobox"
"ENSMUSG00000001105"	0.0706186095423934	0.63018184294002	0.114389082258211	0.675589151681301	-0.0320170356114984	0.898562268562504	0.152990656189106	0.147369103201317	"Ift20"	"intraflagellar transport 20"
"ENSMUSG00000001119"	-0.221495886085118	0.136039920271485	-0.0452323848902222	0.943890111506956	-0.215158555134332	0.234649090696954	-0.481886826109672	1.80787550464855e-05	"Col6a1"	"collagen, type VI, alpha 1"
"ENSMUSG00000001120"	-0.155164765157855	0.245567971203326	0.181047256412667	0.446545769185023	-0.141907191855598	0.429709892093827	-0.116024700600785	0.366373966956065	"Pcbp3"	"poly(rC) binding protein 3"
"ENSMUSG00000001123"	0.800780886582313	0.000200956797830108	-0.276801475905752	0.691985437757978	-0.669761295454892	0.00751676158959544	-0.145781884778331	0.590869711276325	"Lgals9"	"lectin, galactose binding, soluble 9"
"ENSMUSG00000001127"	-0.100772060808981	0.309324049458073	0.0472056676341932	0.880404491677819	-0.0815765223086171	0.547027847664117	-0.135142915483405	0.0973776011416124	"Araf"	"v-raf murine sarcoma 3611 viral oncogene homolog"
"ENSMUSG00000001128"	0.123577030137539	0.646852432926008	-0.126352968544392	0.842033954291566	0.655693271482771	0.00105609189715818	0.652917333075917	0.000145635579434455	"Cfp"	"complement factor properdin"
"ENSMUSG00000001131"	0.305524892222167	0.786147231771819	0.306341370004544	0.920069899630777	-0.600224504294978	0.638397273436596	0.0116417579317325	0.992142024910561	"Timp1"	"tissue inhibitor of metalloproteinase 1"
"ENSMUSG00000001134"	0.21944039944603	0.753609672970535	0.244323567854861	0.888262469129732	-0.176367499934731	0.871365363402873	0.287396467366159	0.602325012179024	"Uxt"	"ubiquitously expressed transcript"
"ENSMUSG00000001138"	-0.0584311215438295	0.730999489287506	0.0420166462647773	0.92475169050213	-0.028875647960863	0.911019412475401	-0.0452901232399152	0.755940275854663	"Cnnm3"	"cyclin M3"
"ENSMUSG00000001143"	0.0524153419045408	0.839751082021824	-0.161204956014991	0.685194249732514	0.240471933890861	0.239283430279991	0.131682319780411	0.444179325443943	"Lman2l"	"lectin, mannose-binding 2-like"
"ENSMUSG00000001150"	-0.138521016011442	0.194535299758498	0.0749190648076342	0.803180013800928	-0.0141173777150019	0.953711226181482	-0.0777193289188094	0.484953327663864	"Mcm3ap"	"minichromosome maintenance deficient 3 (S. cerevisiae) associated protein"
"ENSMUSG00000001151"	-0.163762489636487	0.119458211339932	0.0276919892552175	0.950020526209361	-0.112933024428833	0.455741893964542	-0.249003524810103	0.00466138023023258	"Pcnt"	"pericentrin (kendrin)"
"ENSMUSG00000001156"	0.0171176581593647	0.952034175925182	0.0639682245217514	0.916041883920508	0.158192474208915	0.508677573358435	0.239278356890031	0.104112892855095	"Mxd1"	"MAX dimerization protein 1"
"ENSMUSG00000001157"	-0.00192540435866898	0.99301268320177	0.0360094066614912	0.941805492294196	0.142411629214113	0.38940274550732	0.176495631516935	0.100823067439437	"Gmcl1"	"germ cell-less homolog 1 (Drosophila)"
"ENSMUSG00000001158"	0.114380592383556	0.524437124457823	0.0172960699011272	0.980067538137587	0.112593282755244	0.653632688990688	0.244269945039928	0.0717226865828766	"Snrnp27"	"small nuclear ribonucleoprotein 27 (U4/U6.U5)"
"ENSMUSG00000001166"	-0.168768653465757	0.799060535589178	0.578889458122855	0.540948165774588	-0.480501494876515	0.497576938177193	-0.0703806902194174	0.912465474747714	"Oas1c"	"2'-5' oligoadenylate synthetase 1C"
"ENSMUSG00000001173"	-0.19909142068736	0.0309203461858926	0.0139467252609471	0.974806400261035	-0.0813652183197132	0.604789859704448	-0.266509913746126	0.000966779033656947	"Ocrl"	"oculocerebrorenal syndrome of Lowe"
"ENSMUSG00000001175"	0.0121142497846645	0.899942634665886	-0.0582440482160461	0.673520221069864	0.0860814362991819	0.217274015510576	0.0399516378678003	0.514629497263235	"Calm1"	"calmodulin 1"
"ENSMUSG00000001211"	0.0389012596572641	0.688185607448654	-0.0159364862376051	0.958534821823318	-0.0398627034317819	0.744470381318609	-0.016897930012123	0.855097349335438	"Agpat3"	"1-acylglycerol-3-phosphate O-acyltransferase 3"
"ENSMUSG00000001227"	0.0046845235939053	0.98390150647792	0.0859793238256423	0.825010217920153	0.00243976168976213	0.995390920544101	0.0931036091093097	0.486756352670635	"Sema6b"	"sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6B"
"ENSMUSG00000001228"	1.56483384842471	0.00499691425298703	0.357278822621068	0.910990365855719	-0.472538993854258	0.750464554032908	1.44957367719152	0.00801087237722554	"Uhrf1"	"ubiquitin-like, containing PHD and RING finger domains, 1"
"ENSMUSG00000001229"	0.0450346977695681	0.800734963442896	-0.0751634062254827	0.833628696962863	0.119874831468006	0.480133861507461	0.0897461230120915	0.470272400137208	"Dpp9"	"dipeptidylpeptidase 9"
"ENSMUSG00000001240"	0.11788155735667	0.801998156463482	0.312872207188125	0.684588954354379	-0.275712006713625	0.564628384628675	0.15504175783117	0.66071781259817	"Ramp2"	"receptor (calcitonin) activity modifying protein 2"
"ENSMUSG00000001247"	0.557981284145095	0.255007945339035	-0.11905920697237	0.951595330085657	-0.310311697427459	0.693862170356626	0.128610379745266	0.821261853568096	"Lsr"	"lipolysis stimulated lipoprotein receptor"
"ENSMUSG00000001248"	0.096774177119473	0.313399373686432	0.0347887321240772	0.916349579303235	0.0590495700067326	0.69287038724153	0.190612479250283	0.0096708444869647	"Gramd1a"	"GRAM domain containing 1A"
"ENSMUSG00000001249"	0.146784043042697	0.870690979771757	-0.655677235535054	0.53996633507674	0.564852964806017	0.457466585578163	0.0559597723136593	0.945433862465554	"Hpn"	"hepsin"
"ENSMUSG00000001260"	0.0299952539777786	0.897438132034282	0.106315073377796	0.794614206443527	-0.0184592060618763	0.955664350735729	0.117851121293698	0.417450744962647	"Gabrg1"	"gamma-aminobutyric acid (GABA) A receptor, subunit gamma 1"
"ENSMUSG00000001270"	0.0503482018544958	0.714967907378901	-0.0989221202053252	0.667973391856419	0.0487940804908556	0.779946760283319	0.000220162140026126	0.998672657912095	"Ckb"	"creatine kinase, brain"
"ENSMUSG00000001280"	-0.0895714523610187	0.678047321824803	-0.108158255029449	0.820712838556357	0.0233037513838557	0.948192661367876	-0.174425956006612	0.247070014577293	"Sp1"	"trans-acting transcription factor 1"
"ENSMUSG00000001281"	0.560927998014067	0.445637751840584	0.0610175868862036	0.984056010871155	-1.11989737889173	0.088182333438398	-0.497951793991454	0.359927400128037	"Itgb7"	"integrin beta 7"
"ENSMUSG00000001285"	-0.113225622083446	0.57646852667095	-0.0920408819881452	0.855463237744207	0.0955076437285763	0.728594910511585	-0.109758860343015	0.531904796751301	"Myg1"	"melanocyte proliferating gene 1"
"ENSMUSG00000001288"	-0.123389810047794	0.717391662072505	-0.0524135426061051	0.959857524415468	0.0382157196228247	0.943807284097796	-0.137587633031075	0.612770663023328	"Rarg"	"retinoic acid receptor, gamma"
"ENSMUSG00000001289"	0.116154567570265	0.325252274472549	-0.058698289751658	0.872206068366013	0.0356331662106522	0.876796925730274	0.0930894440292591	0.399106906415377	"Pfdn5"	"prefoldin 5"
"ENSMUSG00000001300"	-0.139596141877359	0.339914415224918	0.0975956570919427	0.796218765790125	0.132985586909077	0.489018050041369	0.09098510212366	0.531992753952273	"Efnb2"	"ephrin B2"
"ENSMUSG00000001305"	0.121955591573714	0.685276903776862	0.188738346267136	0.754337827395587	-0.0852167926697321	0.861303244771932	0.225477145171118	0.309833228225637	"Rrp15"	"ribosomal RNA processing 15 homolog (S. cerevisiae)"
"ENSMUSG00000001313"	0.201976497671242	0.051887691286106	-0.0205810014455021	0.965200777943271	-0.0640074311936943	0.743327650411259	0.117388065032046	0.277375250530883	"Rnd2"	"Rho family GTPase 2"
"ENSMUSG00000001323"	-0.0756943873542599	0.684046349304244	0.0244074069640764	0.965200777943271	0.0725930518698173	0.765585586795539	0.0213060714796337	0.910011740273594	"Srr"	"serine racemase"
"ENSMUSG00000001333"	-0.619563124276644	0.415186478419627	0.170275920518484	0.947162448272548	0.147187765876415	0.918409084201924	-0.302099437881745	0.720917087182688	"Sync"	"syncoilin"
"ENSMUSG00000001334"	0.0919660020312787	0.375934631406752	-0.0296966926598376	0.939763307393489	0.0980822607602842	0.463608302130361	0.160351570131725	0.0473447203609699	"Fndc5"	"fibronectin type III domain containing 5"
"ENSMUSG00000001349"	-0.595037598957245	0.621214702519273	1.51008018766076	0.42434503562122	-0.497668231190803	0.82625209084115	0.417374357512714	0.740201625177606	"Cnn1"	"calponin 1"
"ENSMUSG00000001366"	0.0893888167173241	0.531157136374486	0.0231633013465301	0.963409984105353	-0.0665473756385028	0.742544521869119	0.0460047424253514	0.74001173514031	"Fbxo9"	"f-box protein 9"
"ENSMUSG00000001376"	-0.234479665069426	0.00658075344857048	-0.018842548180841	0.965014469875284	-0.0737854427467571	0.635218857330615	-0.327107655997024	1.65254857033021e-05	"Ccdc132"	"coiled-coil domain containing 132"
"ENSMUSG00000001380"	-0.0919855824786448	0.385680798289378	0.0791538650247133	0.746982405019797	-0.0703062553132933	0.638228181991946	-0.0831379727672248	0.38633550641551	"Hars"	"histidyl-tRNA synthetase"
"ENSMUSG00000001383"	0.127863032631383	0.194535299758498	0.0237404629748097	0.951595330085657	0.00734316546692264	0.976262757423648	0.158946661073115	0.0587646444421898	"Zmat2"	"zinc finger, matrin type 2"
"ENSMUSG00000001415"	-0.110213693730917	0.276477243575657	0.0885870878347397	0.704977516873546	0.00298537221462904	0.990890935424824	-0.0186412336815483	0.885299818927829	"Smg5"	"Smg-5 homolog, nonsense mediated mRNA decay factor (C. elegans)"
"ENSMUSG00000001416"	0.0837035343964523	0.413850243641548	-0.0870845890583231	0.685897969919872	0.124871385182423	0.269156514339025	0.121490330520552	0.138706753240804	"Cct3"	"chaperonin containing Tcp1, subunit 3 (gamma)"
"ENSMUSG00000001418"	0.256355213430478	0.0135624790030127	-0.0172209037090946	0.974076610714235	-0.0126882507928496	0.965859691576638	0.226446058928534	0.0276654468515593	"Glmp"	"glycosylated lysosomal membrane protein"
"ENSMUSG00000001419"	-0.0916827325403202	0.328142232454188	0.0298378461755203	0.927102113699479	-0.0294913967065034	0.8670485066329	-0.0913362830713034	0.264966663935279	"Mef2d"	"myocyte enhancer factor 2D"
"ENSMUSG00000001424"	-0.0953270648915027	0.413850243641548	0.0665959273665498	0.831093040909109	-0.00473734081874	0.988627594457414	-0.0334684783436928	0.792193528154375	"Snd1"	"staphylococcal nuclease and tudor domain containing 1"
"ENSMUSG00000001435"	0.0170710985686534	0.973653154924571	0.317564244516371	0.634121038369585	-0.477580531097647	0.175396735104232	-0.142945188012622	0.663831764520727	"Col18a1"	"collagen, type XVIII, alpha 1"
"ENSMUSG00000001436"	-0.0518076492384023	0.844422247444113	0.145599734212488	0.744372454849479	-0.185004017789614	0.448285696260134	-0.0912119328155286	0.637059787593133	"Slc19a1"	"solute carrier family 19 (folate transporter), member 1"
"ENSMUSG00000001440"	-0.0465888087077669	0.6161351396199	-0.00184350115784506	0.994206957125599	-0.00695889142560452	0.967816421992295	-0.0553912012912165	0.458970344600641	"Kpnb1"	"karyopherin (importin) beta 1"
"ENSMUSG00000001441"	-0.0570690868701155	0.72288077446947	-0.128205507767098	0.587479500629174	0.118643960182715	0.45534202438646	-0.0666306344544988	0.592036019194124	"Npepps"	"aminopeptidase puromycin sensitive"
"ENSMUSG00000001445"	-0.101223486770641	0.470070613363401	0.0173172424043907	0.971259431996738	-0.0315439122715973	0.902312833353272	-0.115450156637848	0.32930199353685	"Mrpl10"	"mitochondrial ribosomal protein L10"
"ENSMUSG00000001467"	0.349556513086228	0.00102423825687519	0.162397222094204	0.544180541058125	0.199346395511045	0.221522830192626	0.711300130691477	1.47739451787023e-14	"Cyp51"	"cytochrome P450, family 51"
"ENSMUSG00000001472"	-0.0204896946338701	0.828361149917969	-0.0134912846098451	0.959857524415468	-0.0304700736524174	0.780708038946141	-0.0644510528961327	0.265739345889201	"Tcf25"	"transcription factor 25 (basic helix-loop-helix)"
"ENSMUSG00000001473"	0.178450496965015	0.57646852667095	-0.162607835871652	0.832245280968926	-0.0471701391739959	0.934695773749695	-0.0313274780806329	0.929650227045341	"Tubb6"	"tubulin, beta 6 class V"
"ENSMUSG00000001482"	0.123607817141033	0.266481903412265	-0.0509676272428781	0.888181705079034	0.00459101261063069	0.989115556223216	0.0772312025087858	0.491021803809284	"Def8"	"differentially expressed in FDCP 8"
"ENSMUSG00000001493"	0.530457237666525	0.42260985942459	-0.402400581196833	0.821072726569364	-0.365735944216349	0.673884558655767	-0.237679287746657	0.694076370717116	"Meox1"	"mesenchyme homeobox 1"
"ENSMUSG00000001496"	0.459642127533611	0.490112927930441	-0.0364936453132676	0.98926298020821	0.182581455389204	0.88506443831794	0.605729937609547	0.276519163534406	"Nkx2-1"	"NK2 homeobox 1"
"ENSMUSG00000001504"	0.318917980453171	0.621085004106509	-0.054487335052477	0.98238512557471	0.0737548786061264	0.951195873535633	0.33818552400682	0.539921816145759	"Irx2"	"Iroquois related homeobox 2 (Drosophila)"
