"Genes"	"logFC: 6M HET vs 2M HET"	"FDR: 6M HET vs 2M HET"	"logFC: 18M HET vs 6M HET"	"FDR: 18M HET vs 6M HET"	"logFC: 24M HET vs 18M HET"	"FDR: 24M HET vs 18M HET"	"logFC: 24M HET vs 2M HET"	"FDR: 24M HET vs 2M HET"	"Gene Symbol"	"Gene Description"
"ENSMUSG00000000959"	0.0571747876710357	0.768884737404598	-0.0061534162834608	0.988667614817201	-0.138498239182073	0.249462778912535	-0.0874768677944983	0.422218117796567	"Oxa1l"	"oxidase assembly 1-like"
"ENSMUSG00000000976"	-0.0348778575468692	0.907528749755392	-0.0797177266257254	0.813886962368343	0.103252535147105	0.568867411733302	-0.0113430490254898	0.951216492780855	"Heatr6"	"HEAT repeat containing 6"
"ENSMUSG00000000982"	-0.784301760242448	0.70165619329835	-1.80659353703368	0.0679886427944112	-0.162860192239579	0.882770172405437	-2.75375548951571	0.000237432106043617	"Ccl3"	"chemokine (C-C motif) ligand 3"
"ENSMUSG00000001016"	-0.191430053098095	0.0339478953092178	0.0824714964471236	0.644552319142251	-0.0589629081210166	0.630911058376945	-0.167921464771988	0.0341795536435409	"Ilf2"	"interleukin enhancer binding factor 2"
"ENSMUSG00000001017"	-0.00102013629780572	0.995755619591979	0.101569509178119	0.490002778564691	0.0798634331823306	0.450937960105691	0.180412806062644	0.0134121397845096	"Chtop"	"chromatin target of PRMT1"
"ENSMUSG00000001018"	-0.131903634768302	0.350978747505372	0.0768908251922328	0.75099252818427	-0.267706634849717	0.00833340785447157	-0.322719444425786	0.000165440862113522	"Snapin"	"SNAP-associated protein"
"ENSMUSG00000001020"	0.549311718683961	0.577080897962467	-1.00581066735928	0.247852364971111	-0.441791984012262	0.522622086942573	-0.898290932687581	0.076597898263207	"S100a4"	"S100 calcium binding protein A4"
"ENSMUSG00000001025"	-0.0268501334071414	0.967167937139714	-0.688599346536619	0.00184601435455557	-0.309574587572176	0.20000152729267	-1.02502406751594	4.85875376852553e-09	"S100a6"	"S100 calcium binding protein A6 (calcyclin)"
"ENSMUSG00000001029"	0.158336487611297	0.867100822541265	-0.550535848858894	0.448037993129241	0.951196957690453	0.0435474234353688	0.558997596442856	0.232764361105879	"Icam2"	"intercellular adhesion molecule 2"
"ENSMUSG00000001034"	-0.0468709349194988	0.908463867418406	0.0512308746014506	0.930957051265972	0.0790762149610196	0.783271524382816	0.0834361546429714	0.708039802241343	"Mapk7"	"mitogen-activated protein kinase 7"
"ENSMUSG00000001036"	0.0536601976346125	0.703254006792201	-0.0820019741454664	0.615887490428459	0.176658381786988	0.0349287428949366	0.148316605276134	0.0437929173484199	"Epn2"	"epsin 2"
"ENSMUSG00000001039"	-0.111745669367524	0.812242044103836	0.207054679522178	0.682416326041769	0.0163840251623429	0.971792978606099	0.111693035316997	0.702357046769717	"B9d1"	"B9 protein domain 1"
"ENSMUSG00000001052"	-0.102924261873493	0.471237656758854	0.0101363187738613	0.978341693729231	0.00128021008321589	0.993948627356556	-0.0915077330164155	0.374749364492082	"Sec24b"	"Sec24 related gene family, member B (S. cerevisiae)"
"ENSMUSG00000001053"	-0.002445479599494	0.99655398471383	-0.0900052506513349	0.901906198902583	0.239923910168149	0.44795846467175	0.14747317991732	0.609757213688133	"N4bp3"	"NEDD4 binding protein 3"
"ENSMUSG00000001054"	-0.0103092812087912	0.979605965545975	0.0183316220686121	0.970901383110004	-0.0363956494972425	0.874730983541606	-0.0283733086374216	0.875019162171583	"Rmnd5b"	"required for meiotic nuclear division 5 homolog B (S. cerevisiae)"
"ENSMUSG00000001056"	-0.109074058378244	0.63197424764366	0.0933984287790546	0.785094811889303	0.130003022540497	0.49208932741905	0.114327392941307	0.470722276756016	"Nhp2"	"NHP2 ribonucleoprotein"
"ENSMUSG00000001062"	0.109060618779788	0.485067513794451	-0.000586269217234356	0.99887323541362	-0.0313076173413717	0.864638339074583	0.0771667322211821	0.511013825500109	"Vps9d1"	"VPS9 domain containing 1"
"ENSMUSG00000001065"	0.233417374195055	0.28323432876631	0.0180698700382816	0.978238560656047	-0.0462926110172213	0.873948638619449	0.205194633216116	0.221152143078367	"Zfp276"	"zinc finger protein (C2H2 type) 276"
"ENSMUSG00000001082"	0.0805483501320734	0.820909531747495	-0.0302168134504737	0.964764578026658	-0.189117128315379	0.37593709400644	-0.13878559163378	0.455072676935904	"Mfsd10"	"major facilitator superfamily domain containing 10"
"ENSMUSG00000001089"	0.0482313784523575	0.84318998637656	-0.145981445940324	0.489826407376353	0.29386865951374	0.0124652855419749	0.196118592025773	0.0726949118870489	"Luzp1"	"leucine zipper protein 1"
"ENSMUSG00000001098"	-0.178268814854676	0.297145317165632	-0.222658926522632	0.20001195573552	0.158211145865122	0.29129717052193	-0.242716595512186	0.0428226807937105	"Kctd10"	"potassium channel tetramerisation domain containing 10"
"ENSMUSG00000001100"	-0.0823764873868724	0.488292642438121	0.107788428829775	0.437364108421623	-0.10402456651179	0.281852226349875	-0.0786126250688876	0.352755370483742	"Poldip2"	"polymerase (DNA-directed), delta interacting protein 2"
"ENSMUSG00000001103"	0.249519464085906	0.740266586940331	-0.22834256152375	0.836410261446639	-0.0188755628400273	0.980634789070464	0.00230133972212811	0.996686200944148	"Sebox"	"SEBOX homeobox"
"ENSMUSG00000001105"	0.0791086152281353	0.649778123320498	0.0110439491353119	0.978341693729231	0.0901459518486846	0.532818357344697	0.180298516212132	0.0711790826116602	"Ift20"	"intraflagellar transport 20"
"ENSMUSG00000001119"	-0.113965962473379	0.605688112098473	-0.196910730638319	0.372914735868783	0.00320614828966218	0.989346014059931	-0.307670544822035	0.0104582689478325	"Col6a1"	"collagen, type VI, alpha 1"
"ENSMUSG00000001120"	-0.140463815929761	0.383461383243003	0.109247474260149	0.659295961148064	-0.0067499382614764	0.97510847079527	-0.0379662799310884	0.803176003769136	"Pcbp3"	"poly(rC) binding protein 3"
"ENSMUSG00000001123"	0.369058138624371	0.274095940097618	-0.648673493394454	0.0152981889883768	-0.270087304419147	0.32624026775966	-0.54970265918923	0.00761963067083488	"Lgals9"	"lectin, galactose binding, soluble 9"
"ENSMUSG00000001127"	-0.078718666237336	0.53833504997411	0.0305445132340002	0.9054671813447	-0.0170960197197946	0.908674075911667	-0.0652701727231304	0.473529136672043	"Araf"	"v-raf murine sarcoma 3611 viral oncogene homolog"
"ENSMUSG00000001128"	0.0999174954974171	0.795800925118471	-0.0825150226824129	0.885636482197192	0.269949231027122	0.261109152885536	0.287351703842126	0.144573198679952	"Cfp"	"complement factor properdin"
"ENSMUSG00000001131"	1.06018155133287	0.414535960985056	-1.22349248318376	0.4274033524271	-0.511442669784367	0.605932652711743	-0.674753601635256	0.379947119247726	"Timp1"	"tissue inhibitor of metalloproteinase 1"
"ENSMUSG00000001134"	0.179438288194035	0.866466213499378	-0.18367092443757	0.899166935491677	0.458008696269319	0.504503975539841	0.453776060025783	0.417275411841917	"Uxt"	"ubiquitously expressed transcript"
"ENSMUSG00000001138"	-0.056210607441012	0.79660075910672	-0.0689153437719346	0.806246133769635	0.0315989089815743	0.865292094034908	-0.0935270422313723	0.43181393901967	"Cnnm3"	"cyclin M3"
"ENSMUSG00000001143"	0.153180885683308	0.504041227214481	-0.244440383289268	0.28843095868643	0.281010822180044	0.0932472864996058	0.189751324574084	0.215051192066881	"Lman2l"	"lectin, mannose-binding 2-like"
"ENSMUSG00000001150"	0.0758153487402177	0.630029887445333	-0.0254737673984474	0.936137586369853	0.00647723488970065	0.97199102888042	0.0568188162314709	0.612902460456084	"Mcm3ap"	"minichromosome maintenance deficient 3 (S. cerevisiae) associated protein"
"ENSMUSG00000001151"	0.0224726795317157	0.923009881766282	-0.107814372183808	0.567723147325007	-0.264939794557469	0.00446344735064062	-0.350281487209562	6.39929093225843e-06	"Pcnt"	"pericentrin (kendrin)"
"ENSMUSG00000001156"	-0.0973508079929527	0.712843014629017	0.249579476784694	0.260347881842006	0.00523901313491194	0.985035491864198	0.157467681926653	0.319145602772376	"Mxd1"	"MAX dimerization protein 1"
"ENSMUSG00000001157"	-0.0677724212999221	0.729019645799392	0.100886583927104	0.66114407913894	0.039387518927667	0.829932562998522	0.0725016815548486	0.569238720310596	"Gmcl1"	"germ cell-less homolog 1 (Drosophila)"
"ENSMUSG00000001158"	-0.0936157657104179	0.706287982637736	0.00868009810239006	0.988355677681578	0.104239623631106	0.601788735304355	0.0193039560230778	0.922566728287803	"Snrnp27"	"small nuclear ribonucleoprotein 27 (U4/U6.U5)"
"ENSMUSG00000001166"	-0.000815557798640394	0.998982349765008	0.36934028673664	0.703384825936832	-0.122504921820027	0.878642613981389	0.246019807117973	0.638608828776684	"Oas1c"	"2'-5' oligoadenylate synthetase 1C"
"ENSMUSG00000001173"	-0.155425024011306	0.167589136320336	0.0373073620742908	0.892766514498701	-0.126977039334153	0.2413951849412	-0.245094701271168	0.0021191098157022	"Ocrl"	"oculocerebrorenal syndrome of Lowe"
"ENSMUSG00000001175"	-0.0320609592026071	0.740266586940331	0.0776836230487404	0.363625886979587	0.0954166067882557	0.0984935482604727	0.141039270634389	0.00164337780478305	"Calm1"	"calmodulin 1"
"ENSMUSG00000001211"	0.0622103174465326	0.530353436451278	-0.0341852722141622	0.846599030604256	-0.0760294636067063	0.33869614035673	-0.0480044183743359	0.50082502872845	"Agpat3"	"1-acylglycerol-3-phosphate O-acyltransferase 3"
"ENSMUSG00000001227"	-0.0142465316503696	0.961355279935228	0.168103771312102	0.373505147291734	-0.0326320380097517	0.869687845846619	0.12122520165198	0.311550688456336	"Sema6b"	"sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6B"
"ENSMUSG00000001228"	0.641251636017357	0.469637110733387	0.427813085874117	0.812012848906465	-0.511454842099259	0.597936070402224	0.557609879792215	0.389566213941062	"Uhrf1"	"ubiquitin-like, containing PHD and RING finger domains, 1"
"ENSMUSG00000001229"	0.143896791046867	0.320355104888988	-0.109241056563399	0.627267645599647	0.222085433755985	0.059529477877048	0.256741168239454	0.00775508991631785	"Dpp9"	"dipeptidylpeptidase 9"
"ENSMUSG00000001240"	0.361901816021193	0.356623902784936	0.0379757408007605	0.97295218552198	-0.407552461985905	0.224639358279041	-0.00767490516395166	0.985800900362971	"Ramp2"	"receptor (calcitonin) activity modifying protein 2"
"ENSMUSG00000001247"	0.324250317132766	0.638353717131631	-0.0659697439317401	0.967316461217562	-0.0740589196612016	0.924215567445848	0.184221653539824	0.72193998932212	"Lsr"	"lipolysis stimulated lipoprotein receptor"
"ENSMUSG00000001248"	0.137886818655358	0.161124454887788	-0.0806283557343081	0.639737267520762	0.112647170632521	0.246623141872038	0.169905633553571	0.0216921136483922	"Gramd1a"	"GRAM domain containing 1A"
"ENSMUSG00000001249"	-0.976995158696941	0.127630599546032	0.0741881691379448	0.968004929394629	-0.0910317945128886	0.918076507327424	-0.993838784071885	0.0520350841305426	"Hpn"	"hepsin"
"ENSMUSG00000001260"	0.102732962788406	0.632375204664119	0.0624000694990379	0.866358275035085	0.189786991357741	0.228194020729132	0.354920023645185	0.00193466237130773	"Gabrg1"	"gamma-aminobutyric acid (GABA) A receptor, subunit gamma 1"
"ENSMUSG00000001270"	0.0758888280085658	0.592488152863242	-0.0933177910314505	0.606474336149243	-0.137219324193843	0.171524977946173	-0.154648287216727	0.057153187492312	"Ckb"	"creatine kinase, brain"
"ENSMUSG00000001280"	-0.0438298927014676	0.889738366336455	-0.0259117650298146	0.963136556055438	0.00441222426029416	0.986422131179902	-0.065329433470988	0.714419802090016	"Sp1"	"trans-acting transcription factor 1"
"ENSMUSG00000001281"	0.257891195322728	0.835671061808901	-0.0157700425658757	0.995676414247985	-0.944137308061747	0.116191271261779	-0.702016155304894	0.172278265309441	"Itgb7"	"integrin beta 7"
"ENSMUSG00000001285"	-0.0551615124062799	0.859583914632779	0.114127877562552	0.736604411981401	0.0880840832253067	0.691653550473186	0.147050448381579	0.348054960819643	"Myg1"	"melanocyte proliferating gene 1"
"ENSMUSG00000001288"	0.0544134339782514	0.918235238272931	-0.343243279160885	0.306667320476891	0.200346736249903	0.481468872102641	-0.0884831089327298	0.754881127845847	"Rarg"	"retinoic acid receptor, gamma"
"ENSMUSG00000001289"	-0.0908879486563069	0.565346681465143	0.026465494317252	0.936137586369853	-0.174356587389215	0.113729876997631	-0.23877904172827	0.00657108676006598	"Pfdn5"	"prefoldin 5"
"ENSMUSG00000001300"	-0.060168585382466	0.807108420975383	0.0515497618947031	0.8861730624599	0.224238975972104	0.100633642105916	0.215620152484341	0.0619467484166022	"Efnb2"	"ephrin B2"
"ENSMUSG00000001305"	-0.23448417157369	0.400566739399822	0.342651328280835	0.241809534784749	-0.0259837868344093	0.949760616256599	0.0821833698727359	0.756781323238995	"Rrp15"	"ribosomal RNA processing 15 homolog (S. cerevisiae)"
"ENSMUSG00000001313"	0.082204537422787	0.630623941090095	0.00357884977638023	0.994309691608973	-0.0889134194211547	0.521615883318896	-0.0031300322219875	0.984627275505678	"Rnd2"	"Rho family GTPase 2"
"ENSMUSG00000001323"	0.127550290557944	0.488159693339596	-0.0267009880404481	0.953987336603115	0.163742137115426	0.275854606705109	0.264591439632922	0.0184840151598366	"Srr"	"serine racemase"
"ENSMUSG00000001333"	-0.722862121260726	0.405192601666548	-0.397936432931486	0.738945066508413	0.096298966648142	0.914673838617713	-1.02449958754407	0.0691226890470597	"Sync"	"syncoilin"
"ENSMUSG00000001334"	-0.0134644393177028	0.947172479829796	0.109116222349073	0.482829084214518	0.0642447689986417	0.602825568200332	0.159896552030012	0.0483995759824184	"Fndc5"	"fibronectin type III domain containing 5"
"ENSMUSG00000001349"	-1.39919251020281	0.370439189644862	-0.521114296545111	0.828559337862757	-0.674203810178567	0.530175157212542	-2.59451061692648	0.00264728355935439	"Cnn1"	"calponin 1"
"ENSMUSG00000001366"	-0.050332386870981	0.817722597825428	0.121105813685768	0.55432788413455	0.119738337378253	0.375326587104727	0.190511764193041	0.0573040271674746	"Fbxo9"	"f-box protein 9"
"ENSMUSG00000001376"	-0.143553942984491	0.20908888673484	0.0101791172546149	0.977250796421199	0.0783509590501665	0.525802676240638	-0.0550238666797095	0.611663740334275	"Ccdc132"	"coiled-coil domain containing 132"
"ENSMUSG00000001380"	-0.0999036890180092	0.407588587699099	0.136650554202941	0.296567245479389	-0.0899666300960393	0.416975497006995	-0.0532197649111078	0.598544467591311	"Hars"	"histidyl-tRNA synthetase"
"ENSMUSG00000001383"	-0.0481217463026434	0.778095698070152	0.105029158686287	0.529074722300899	0.00629856365172689	0.970490620791837	0.0632059760353708	0.525975867043758	"Zmat2"	"zinc finger, matrin type 2"
"ENSMUSG00000001415"	-0.0143384960506142	0.944798252522407	0.0311974690190987	0.910073518184912	-0.0201242336483753	0.897160784700975	-0.00326526067989082	0.980353657940926	"Smg5"	"Smg-5 homolog, nonsense mediated mRNA decay factor (C. elegans)"
"ENSMUSG00000001416"	-0.011862925941447	0.951596096850447	-0.0393825970197964	0.863144113029157	-0.0282829005192601	0.832901694863476	-0.0795284234805035	0.355705654704645	"Cct3"	"chaperonin containing Tcp1, subunit 3 (gamma)"
"ENSMUSG00000001418"	0.125663593033448	0.445176562404052	-0.157943390615187	0.4112019078838	-0.0226753195278695	0.910752867106702	-0.0549551171096079	0.691091241100642	"Glmp"	"glycosylated lysosomal membrane protein"
"ENSMUSG00000001419"	-0.00688736192327459	0.974654018794534	-0.0320039502136273	0.890621854552029	0.0127637588932664	0.9291061352782	-0.0261275532436355	0.794114244276023	"Mef2d"	"myocyte enhancer factor 2D"
"ENSMUSG00000001424"	-0.0189855872204297	0.931362761699238	-0.0182641074275773	0.959939213913739	-0.0981868617074019	0.403464979249841	-0.135436556355409	0.132888491083446	"Snd1"	"staphylococcal nuclease and tudor domain containing 1"
"ENSMUSG00000001435"	0.19819052211289	0.662055447261962	-0.20199900244851	0.746789847986616	0.131939344536961	0.751971897402022	0.12813086420134	0.694077025913511	"Col18a1"	"collagen, type XVIII, alpha 1"
"ENSMUSG00000001436"	0.104303638689615	0.706911326978132	0.0818641837159255	0.85226061191722	-0.393579038313164	0.0121847620133611	-0.207411215907624	0.166645785606498	"Slc19a1"	"solute carrier family 19 (folate transporter), member 1"
"ENSMUSG00000001440"	-0.0434488469454557	0.709375142486163	-0.00348948712783129	0.98973148638983	0.00170081859206986	0.988305255655423	-0.0452375154812171	0.541779238331018	"Kpnb1"	"karyopherin (importin) beta 1"
"ENSMUSG00000001441"	0.01808835111168	0.941000429400288	-0.0852231039666593	0.71634773323597	0.181471109586119	0.111891908358619	0.114336356731139	0.274735973771287	"Npepps"	"aminopeptidase puromycin sensitive"
"ENSMUSG00000001445"	-0.00265384401840961	0.992929911074048	-0.0123402711078903	0.97707437057032	-0.000358251759921639	0.998430070162095	-0.0153523668862216	0.919251059624033	"Mrpl10"	"mitochondrial ribosomal protein L10"
"ENSMUSG00000001467"	0.163271292876993	0.304544406061412	0.0208195648981184	0.965281314400105	0.23918764325101	0.0714185417373724	0.423278501026121	2.00537008375729e-05	"Cyp51"	"cytochrome P450, family 51"
"ENSMUSG00000001472"	-0.0171947727007848	0.887035133358744	0.00742597884205925	0.971851538920528	-0.0309264566294733	0.707347565317372	-0.0406952504881988	0.504329905457246	"Tcf25"	"transcription factor 25 (basic helix-loop-helix)"
"ENSMUSG00000001473"	-0.346016459284417	0.269998196756331	-0.0137704623074156	0.988667614817201	0.344796937526908	0.231523895159332	-0.0149899840649241	0.967266114505561	"Tubb6"	"tubulin, beta 6 class V"
"ENSMUSG00000001482"	0.0789927961824977	0.613303540245213	0.0628939912702963	0.802784811758606	-0.103420958626115	0.403195467503271	0.0384658288266794	0.752443811822539	"Def8"	"differentially expressed in FDCP 8"
"ENSMUSG00000001493"	0.148902352343846	0.907789522909458	-0.483949752679688	0.670487985387068	0.539337991430339	0.446236493932114	0.204290591094497	0.784818117478632	"Meox1"	"mesenchyme homeobox 1"
"ENSMUSG00000001496"	0.163798417905458	0.888452290554727	-0.327744548077244	0.809777717835533	-0.37763806472542	0.576832066790462	-0.541584194897206	0.291254414127858	"Nkx2-1"	"NK2 homeobox 1"
"ENSMUSG00000001504"	-0.0761609760321087	0.941605154654196	0.421414316909192	0.665865856084561	-0.248045715571073	0.730027939162686	0.0972076253060098	0.873416087774442	"Irx2"	"Iroquois related homeobox 2 (Drosophila)"
